state,lga,name_school,latitude_north,longitude_east,ward,number_and_street,code_school,name_type_sector,name_type_location,name_type_school,shift_system_y_n,name_type_water_source,name_type_health_facility,any_classes_held_outside_y_n,shared_facilities_y_n,multi_grade_y_n,name_type_year,male_enrol,female_enrol,total erlrolment
GOMBE,AKKO,POLICE ACADEMY NURSERY AND PRIMARY SCHOOL,10.0585358,11.203438,AKKO,KALSHINGI ROAD KUMO,1160140326,Private Education,Urban,Regular,Yes,Other,First Aid Kit,,No,,2020/2021,111,109,220
GOMBE,AKKO,MODIBBO IDRIS NURSERY  PRIMARY AND SECONDARY SCHOOL,10.25173,11.175031,GARKO,DUBAI QUARTERS BOMALA GOMBE,1160140327,Private Education,Urban,Regular,No,Borehole,First Aid Kit,,No,,2020/2021,164,138,302
GOMBE,AKKO,SUNSHINE MODEL SCHOOL GOMBE,10.28898,11.11127,GARKO,OPPOSITE 12 SHOPS YELENGURUZA,1160140328,Private Education,Rural,Regular,No,Pipe borne Water,First Aid Kit,,No,,2020/2021,105,90,195
GOMBE,AKKO,ISARI INTERNATIONAL BILLIANT ACADEMY,,,GARKO,NO. 1 MADAKI PLAZA,1160140329,Private Education,Rural,Regular,No,Other,First Aid Kit,,No,,2020/2021,28,5,33
GOMBE,AKKO,JAIZ ACADEMY KUMO,,,KUMO CENTRAL,DAKKITI,1160140330,Private Education,Urban,Regular,No,Borehole,First Aid Kit,,No,,2020/2021,115,52,167
GOMBE,AKKO,MUHAMMAD AKKO MEMORIAL ACADEMY,10.225407,11.14416,GARKO,WURO HAMPATE AKKO,1160140331,Private Education,Rural,Regular,No,Borehole,First Aid Kit,,No,,2020/2021,15,25,40
GOMBE,AKKO,ASASUL ISLAM NURSERY AND PRIMARY SCHOOL RIYAL,,,GARKO,RIYAL QUARTERS LAYIN TRANSFORMER OPPOSITE JIRI BROTHERS,1160140332,Private Education,Rural,Regular,No,Borehole,First Aid Kit,,No,,2020/2021,74,75,149
GOMBE,AKKO,AN-NIBRAS MODEL SCHOOL RIYAL,,,GARKO,FIRST TRANSFORMER LINE RIYAL QUARTERS,1160140333,Private Education,Rural,Regular,No,Borehole,First Aid Kit,,No,,2020/2021,61,59,120
GOMBE,AKKO,HAJIYA NAILATU DARUL HADITH ISLAMIC SCIENCE ACADEMY KUMO,,,KUMO WEST,KANDAHAR STREET OPPOSITE JAURO MUSA PRY SCH,1160140334,Private Education,Urban,Regular,No,Other,First Aid Kit,,No,,2020/2021,41,79,120
GOMBE,AKKO,GGSTC AMADA,10.290881,10.960018,AKKO,ALONG AIRPORT ROAD,1160150001,Science and Vocational,Rural,Science and Technology College,No,Other,First Aid Kit,Yes,No,No,2020/2021,0,971,971
GOMBE,AKKO,GSTC KUMO,,,KUMO WEST,OFF GOMBE YOLA ROAD KUMO,1160150002,Science and Vocational,Urban,Science and Technology College,No,Borehole,First Aid Kit,No,No,No,2020/2021,1452,0,1452
GOMBE,AKKO,GJSTC TUMU,,,TUMU,ADJACENT LEVENTIS FOUNDATION,1160150004,Science and Vocational,Rural,Vocational Training Centre,No,Borehole,First Aid Kit,Yes,No,Yes,2020/2021,188,138,326
GOMBE,AKKO,G S T C BARUNDE,10.26024,11.182942,GARKO,BARUNDE BY PASS,1160150005,Science and Vocational,Rural,Science and Technology College,No,Borehole,Health Clinic,No,No,No,2020/2021,612,560,1172
GOMBE,AKKO,GOVERNMENT VOCATIONAL TRAINING CENTRE KASHERE,9.911292,11.022973,KASHERE,ALONG BILLIRI ROAD,1160150007,Science and Vocational,Rural,Vocational Training Centre,No,Borehole,First Aid Kit,No,No,No,2020/2021,380,138,518
